Data de registro;Razão Social;CNPJ / CPF;RAMO;Status
16/03/2020;BRSHOP LTDA. EPP;12755456000140;COMÉRCIO;EM ANDAMENTO
16/03/2020;ISCP SOCIEDADE EDUCACIONAL LTDA.;62596408002411;EDUCAÇÃO;ENCERRADA POR DUPLICIDADE
16/03/2020;MULTICOISAS;-;COMÉRCIO;EM ANDAMENTO
16/03/2020;NIKE DO BRASIL COMERCIO E PARTICIPACOES LTDA.;59546515000134;COMÉRCIO;EM ANDAMENTO
17/03/2020;ASCETA COSMETICOS LTDA.;07891554000175;COMÉRCIO;EM ANDAMENTO
17/03/2020;BARATAO DESCARTAVEIS EIRELI EPP;21256344000136;COMÉRCIO;EM ANDAMENTO
17/03/2020;DROGARIA SÃO PAULO S.A.;-;COMÉRCIO;EM ANDAMENTO
17/03/2020;MERCANTIL CHAMA LTDA.;60873262000192;COMÉRCIO;EM ANDAMENTO
17/03/2020;JRMAR SOLUCOES ADMINISTRATIVAS EIRELI;34077577000113;COMÉRCIO;EM ANDAMENTO
17/03/2020;DROGARIA SANCHES LTDA. ME;08694080000134;COMÉRCIO;EM ANDAMENTO
17/03/2020;SUPER BABY BIJUTERIA EIRELI - EPP;31248935000115;COMÉRCIO;EM ANDAMENTO
17/03/2020;COMERCIAL OSWALDO CRUZ LIMITADA;59276790000185;COMÉRCIO;EM ANDAMENTO
17/03/2020;VIDA FARMA FARMACIA LTDA. ME;07681365000178;COMÉRCIO;EM ANDAMENTO
18/03/2020;TK PRODUTOS MÉDICO HOSPITALARES E TERCEIRA IDADE LTDA. ME (CONFORTO DO IDOSO);34730041000155;COMÉRCIO;EM ANDAMENTO
18/03/2020;FASHION HOUSE COMERCIO DE PRESENTES LTDA. ME;22467405000177;COMÉRCIO;EM ANDAMENTO
18/03/2020;DROGARIA E PERFUMARIA ALMEIDA LTDA. ME;21368096000115;COMÉRCIO;EM ANDAMENTO
18/03/2020;ULTRAFARMA POPULAR SERVICOS DE ESCRITORIO LTDA.;34391738000149;COMÉRCIO;EM ANDAMENTO
18/03/2020;DROGA SOARES;-;COMÉRCIO;EM ANDAMENTO
18/03/2020;OZZI PERFUMARIAS;-;COMÉRCIO;EM ANDAMENTO
18/03/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;EM ANDAMENTO
18/03/2020;DROGARIA HIPER POPULAR EIRELI ME;22870015000224;COMÉRCIO;EM ANDAMENTO
18/03/2020;AMMAR S. SLEIMAN PRESENTES EIRELI ME;08592837000189;COMÉRCIO;EM ANDAMENTO
18/03/2020;VALENCIA INDUSTRIA E COMERCIO MATERIAIS DE LIMPEZA LTDA. EPP;01798208000160;COMÉRCIO;EM ANDAMENTO
18/03/2020;ARMARINHOS FERNANDO LTDA.;48076228000191;COMÉRCIO;EM ANDAMENTO
18/03/2020;PERFECT SOBRANCELHAS INTERLAGOS EIRELI;25185403000183;SERVIÇOS;EM ANDAMENTO
18/03/2020;IMPAKTO SISTEMAS DE LIMPEZA E DESCARTAVEIS LTDA.;11588752000131;COMÉRCIO;EM ANDAMENTO
18/03/2020;ALO VITORIA;-;SERVIÇOS;EM ANDAMENTO
19/03/2020;DROGARIA FAMILIAR SÃO MATEUS LTDA. EPP;20444558000173;COMÉRCIO;EM ANDAMENTO
19/03/2020;MINISTERIO DA EDUCACAO;-;SERVIÇO PÚBLICO;EM ANDAMENTO
19/03/2020;STUDIO KARINE BARROS;-;SERVIÇOS;EM ANDAMENTO
19/03/2020;PET CENTER COMERCIO E PARTICIPACOES S.A.;18328118001342;COMÉRCIO;EM ANDAMENTO
19/03/2020;DECOLAR.COM LTDA.;03563689000231;SERVIÇOS;EM ANDAMENTO
19/03/2020;PARAISO DAS ESSENCIAS COMERCIO LTDA. EPP;72698095000250;COMÉRCIO;EM ANDAMENTO
19/03/2020;BBONICRED CREDITOS E APOIO FINANCEIROS EIRELI EPP;35288738000180;SERVIÇOS;EM ANDAMENTO
19/03/2020;EMPORIO DO REAL UTILIDADES DOMESTICAS LTDA. ME;19172498000106;COMÉRCIO;EM ANDAMENTO
19/03/2020;MELISSA DA SILVA ALVES SANCHES;10773598000105;COMÉRCIO;EM ANDAMENTO
19/03/2020;DROGA ASTRAL LTDA. ME;00664637000182;COMÉRCIO;EM ANDAMENTO
19/03/2020;DROGARIA DROGABABY JARDIM DAS OLIVEIRAS LTDA. ME;66587288000150;COMÉRCIO;EM ANDAMENTO
19/03/2020;HEALTHY PET SHOP EIRELI ME;33038081000178;COMÉRCIO;EM ANDAMENTO
19/03/2020;IMPAKTO SISTEMAS DE LIMPEZA E DESCARTAVEIS LTDA.;11588752000131;COMÉRCIO;EM ANDAMENTO
19/03/2020;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.;61695227000193;SERVIÇO PÚBLICO;ENCERRADA
19/03/2020;VACCIN CENTRO DE INFECTOLOGIA E IMUNIZAÇÃO EIRELI ;08769736000130;SERVIÇOS;EM ANDAMENTO
19/03/2020;TENDA ATACADO S.A.;01157555000880;COMÉRCIO;EM ANDAMENTO
19/03/2020;S. A. ABDOUNI MOVEIS E DECORACOES LTDA. ME;10373578000147;COMÉRCIO;EM ANDAMENTO
19/03/2020;FARMACIA PRIMAVERA;-;COMÉRCIO;EM ANDAMENTO
19/03/2020;FARMACIA BUENOS AIRES LTDA.;60853694000131;COMÉRCIO;EM ANDAMENTO
19/03/2020;DIA BRASIL SOCIEDADE LTDA.;03476811000151;COMÉRCIO;EM ANDAMENTO
19/03/2020;COMERCIAL G NARDI LTDA. ME;61468997000446;COMÉRCIO;EM ANDAMENTO
19/03/2020;ELASTOBOR BORRACHAS E PLASTICOS LTDA. ;53840542000210;COMÉRCIO;EM ANDAMENTO
19/03/2020;DROGA EX LTDA.;02743218013905;COMÉRCIO;EM ANDAMENTO
19/03/2020;PERFUMARIA GOYA LTDA. EPP;09211173000123;COMÉRCIO;EM ANDAMENTO
19/03/2020;UELLITON;-;COMÉRCIO;EM ANDAMENTO
19/03/2020;PAULO JOSE DE AZEVEDO BEBIDAS ME;30658961000159;COMÉRCIO;EM ANDAMENTO
20/03/2020;MAICON LEROSE SIQUEIRA ME;25077871000134;COMÉRCIO;EM ANDAMENTO
20/03/2020;BANCO SANTANDER (BRASIL) S.A.;90400888132308;FINANCEIRO;EM ANDAMENTO
20/03/2020;MINI MERCADO TEIXEIRA;19575290000120;COMÉRCIO;EM ANDAMENTO
20/03/2020;ROSELI APARECIDA BARBOSA FRANCO;10626937876;FINANCEIRO;EM ANDAMENTO
20/03/2020;EDISON MIRANDA;01320576893;FINANCEIRO;EM ANDAMENTO
20/03/2020;DROGARIA SÃO PAULO S.A.;61412110025140;COMÉRCIO;EM ANDAMENTO
20/03/2020;DONIZETI BENEDITO DE SOUZA EIRELI;15481785000139;COMÉRCIO;EM ANDAMENTO
20/03/2020;RAFAEL FERREIRA ME;30305828000119;COMÉRCIO;EM ANDAMENTO
20/03/2020;DROGARIA SÃO PAULO S.A.;61412110095270;COMÉRCIO;EM ANDAMENTO
20/03/2020;AMMAR S. SLEIMAN PRESENTES EIRELI ME;08592837000189;COMÉRCIO;EM ANDAMENTO
20/03/2020;HOMEOPATIA DR. ALBERTO SEABRA LTDA. EPP;61376117000169;COMÉRCIO;EM ANDAMENTO
20/03/2020;FABIO ALVES MERCEARIA ME;05652372000116;COMÉRCIO;EM ANDAMENTO
20/03/2020;ITAMAX ASSESSORIA DE PROJETOS LTDA.;11482259000132;SERVIÇOS;EM ANDAMENTO
21/03/2020;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;01438784003112;COMÉRCIO;EM ANDAMENTO
21/03/2020;ID DO BRAISL LOGISTICA LTDA.;04416849000100;SERVIÇOS;EM ANDAMENTO
21/03/2020;ELS RECEITAS DE BOLOS E TORTAS CASEIRAS EIRELI ME;31808527000170;COMÉRCIO;EM ANDAMENTO
21/03/2020;DROGA ALVIM DO TATUAPE LTDA. ME;04901142000180;COMÉRCIO;EM ANDAMENTO
21/03/2020;JOSENI BRAGA DA SILVA MERCADINHO ME;14283120000158;COMÉRCIO;EM ANDAMENTO
21/03/2020;P.E.S. DOS SANTOS PRODUTOS E SERVIÇOS ORTOPÉDICOS ME;10327947000246;COMÉRCIO;EM ANDAMENTO
21/03/2020;TAKY SUPERMERCADOS LTDA.;23651337000164;COMÉRCIO;EM ANDAMENTO
21/03/2020;ORGANIZAÇÃO FARMACEUTICA NAKANO LTDA.;03123210000165;COMÉRCIO;EM ANDAMENTO
21/03/2020;DROGARIA E PERGUMARIA VILA ZELINA LTDA.;08377456000187;COMÉRCIO;EM ANDAMENTO
21/03/2020;DROGARIA PADRE ARLINDO;-;COMÉRCIO;EM ANDAMENTO
21/03/2020;DROGARIA & COSMETICOS SUPREMA CAVALCANTE LTDA. ME;08051738000190;COMÉRCIO;EM ANDAMENTO
21/03/2020;MED FORMULAS FARMACIA DE MANIPULAÇÃO EIRELI ME;08781493000156;COMÉRCIO;EM ANDAMENTO
21/03/2020;RE DROGARIA E PERGUMARIA LTDA. ME;18505048000117;COMÉRCIO;EM ANDAMENTO
21/03/2020;LOPES TELEFONIA EIRELI ME;17448337000169;SERVIÇOS;EM ANDAMENTO
21/03/2020;DROGA EX LTDA.;02743218016327;COMÉRCIO;EM ANDAMENTO
21/03/2020;LOCALIZA RENT A CAR S/A;16670085000155;SERVIÇOS;EM ANDAMENTO
22/03/2020;DROGARIA SANCHES LTDA. ME;08694080000134;COMÉRCIO;EM ANDAMENTO
23/03/2020;JONAS PARRILLO PELEGRIN ME;14479417000193;COMÉRCIO;EM ANDAMENTO
23/03/2020;FARMACIA NOVA GERTY LTDA.;58028838000173;COMÉRCIO;EM ANDAMENTO
23/03/2020;ALTERNATIVA 4X4 LTDA. EPP;01214168000162;COMÉRCIO;EM ANDAMENTO
23/03/2020;DROGARIA ROFARMA;-;COMÉRCIO;EM ANDAMENTO
23/03/2020;SUPERMERCADOR DOURADO E SILVA;-;COMÉRCIO;EM ANDAMENTO
23/03/2020;CARREFOUR COMERCIO E INDUSTRIA LTDA.;45543915040132;COMÉRCIO;EM ANDAMENTO
23/03/2020;SUPERMERCADO RECANTO DOS FRIOS EIRELI;26553236000149;COMÉRCIO;EM ANDAMENTO
23/03/2020;DROGARIA SÃO PAULO S.A.;61412110000155;COMÉRCIO;EM ANDAMENTO
23/03/2020;CENTRO UNIVERSITARIO SUMAE LTDA.;02745324000427;EDUCAÇÃO;EM ANDAMENTO
23/03/2020;SUPERMERCADO RECANTO DOS FRIOS EIRELI;26553236000149;COMÉRCIO;EM ANDAMENTO
23/03/2020;ARTERIS S.A.;02919555000167;SERVIÇOS;EM ANDAMENTO
23/03/2020;FARMACIA MAIS POPULAR;-;COMÉRCIO;EM ANDAMENTO
23/03/2020;P.E.S. DOS SANTOS PRODUTOS E SERVIÇOS ORTOPÉDICOS ME;10327947000408;COMÉRCIO;EM ANDAMENTO
23/03/2020;SÃO PAULO TRANSPORTE S.A.;60498417000158;SERVIÇO PÚBLICO;EM ANDAMENTO
23/03/2020;OMEGA ASSIST ASSISTENCIA FUNERAL LTDA.;12313002000110;SERVIÇOS;EM ANDAMENTO
23/03/2020;CREDIT FINANCEIRA;-;FINANCEIRO;EM ANDAMENTO
23/03/2020;AMC SERVÇOS EDUCACIONAIS LTDA.;43045772000152;EDUCAÇÃO;EM ANDAMENTO
23/03/2020;OI S.A.;76353764000143;SERVIÇOS;EM ANDAMENTO
24/03/2020;SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA.;10290557000168;COMÉRCIO;EM ANDAMENTO
24/03/2020;LOCALIZA RENT A CAR S/A;16670085000155;SERVIÇOS;EM ANDAMENTO
24/03/2020;MILAN LEILOES;-;SERVIÇOS;EM ANDAMENTO
24/03/2020;PAULINHO MOVEIS;-;SERVIÇOS;EM ANDAMENTO
24/03/2020;JOSE FREIRE SERRALHERIA - EIRELI;22437334000160;SERVIÇOS;EM ANDAMENTO
24/03/2020;A.M.C. GAS COMERCIO E TRANSPORTE DE GAS LTDA. ME;08472583000138;COMÉRCIO;EM ANDAMENTO
24/03/2020;GAS - PROTOCOLO 202000223734;-;COMÉRCIO;EM ANDAMENTO
24/03/2020;SUPERMERCADO DUBOM PRECO LTDA.;57867129000119;COMÉRCIO;EM ANDAMENTO
24/03/2020;ORGANIZAÇÃO FARMACEUTICA NAKANO LTDA.;03123210000165;COMÉRCIO;EM ANDAMENTO
24/03/2020;SUPERMERCADOS BERGAMINI LTDA.;43559079000106;COMÉRCIO;EM ANDAMENTO
24/03/2020;GIGA BR DISTRIBUIDOR E ATACADISTA LTDA.;10194833000780;COMÉRCIO;EM ANDAMENTO
24/03/2020;AVON COSMETICOS LTDA.;56991441000157;COMÉRCIO;EM ANDAMENTO
24/03/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;EM ANDAMENTO
24/03/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;EM ANDAMENTO
24/03/2020;SACOLAO DO BIDU LTDA. ME;11743139000141;COMÉRCIO;EM ANDAMENTO
24/03/2020;SENDAS DISTRIBUIDORA S/A;06057233000171;COMÉRCIO;EM ANDAMENTO
24/03/2020;FARMACIA BELLA FARMA;-;COMÉRCIO;EM ANDAMENTO
24/03/2020;VALDIVINA GOMES ALVES DA ROCHA MERCADO EIRELI EPP;06314259000193;COMÉRCIO;EM ANDAMENTO
24/03/2020;SAÚDE SUPERMERCADOS;-;COMÉRCIO;EM ANDAMENTO
24/03/2020;REDE BOI PARELHEIROS COMERCIO DE CARNES LTDA. EPP;18835609000146;COMÉRCIO;EM ANDAMENTO
24/03/2020;SUPER MERCADO TIBURCIO DE SOUZA LTDA.;73073165000167;COMÉRCIO;EM ANDAMENTO
24/03/2020;GÁS DE COZINHA - PROTOCOLO 202000224833;-;COMÉRCIO;EM ANDAMENTO
24/03/2020;SUPERMERCADOS BERGAMINI LTDA.;43559079000106;COMÉRCIO;EM ANDAMENTO
24/03/2020;SUPERMERCADOS BERGAMINI LTDA.;43559079000106;COMÉRCIO;EM ANDAMENTO
24/03/2020;HOTEL JARDIM LTDA. ME;00193376000160;SERVIÇOS;EM ANDAMENTO
24/03/2020;SUPERMERCADO NACOES UNIDAS LTDA.;07569651000731;COMÉRCIO;EM ANDAMENTO
24/03/2020;DROGARIA JOSE AUGUSTO LTDA. EPP;61617833000190;COMÉRCIO;EM ANDAMENTO
24/03/2020;MDF NEGOCIOS E PARTICIPACOES LTDA. EPP;04871118000146;COMÉRCIO;EM ANDAMENTO
24/03/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;EM ANDAMENTO
24/03/2020;HOSPITAL SHOP COMERCIO E SERVICOS HOSPITALARES LTDA. ME;26919757000177;COMÉRCIO;EM ANDAMENTO
24/03/2020;DROGARIA SAÚDE SP FARMA;-;COMÉRCIO;EM ANDAMENTO
24/03/2020;VIDROS;-;SERVIÇOS;EM ANDAMENTO
24/03/2020;HORTI FRUTTI CORUJAS LTDA.;11521659000100;COMÉRCIO;EM ANDAMENTO
24/03/2020;DROGARIA FARMELHOR;-;COMÉRCIO;EM ANDAMENTO
24/03/2020;ATACADAO S.A.;75315333000109;COMÉRCIO;EM ANDAMENTO
24/03/2020;DECOLAR.COM LTDA.;03563689000150;SERVIÇOS;EM ANDAMENTO
24/03/2020;OMEGA ASSIST ASSISTENCIA FUNERAL LTDA.;12313002000110;SERVIÇOS;EM ANDAMENTO
24/03/2020;PANIFICADORA ESTRELA DO BUTANTA LTDA.;61312393000163;COMÉRCIO;EM ANDAMENTO
24/03/2020;ATACADAO S.A.;75315333004872;COMÉRCIO;EM ANDAMENTO
24/03/2020;BENILTON PEREIRA SANTOS ME;20979450000185;SERVIÇOS;EM ANDAMENTO
25/03/2020;DROGA PLENNA;-;COMÉRCIO;EM ANDAMENTO
25/03/2020;ROSENI GALDINO;-;COMÉRCIO;EM ANDAMENTO
25/03/2020;GASBOM AMADOR BUENO COMERCIO DE GAS LTDA.;14505876000102;COMÉRCIO;EM ANDAMENTO
25/03/2020;COMPRE BEM;-;COMÉRCIO;EM ANDAMENTO
25/03/2020;MINI MERCADO JR;-;COMÉRCIO;EM ANDAMENTO
25/03/2020;MAGAZINE LUIZA S/A;47960950000121;COMÉRCIO;EM ANDAMENTO
25/03/2020;MARIA EDUARDA S. FERREIRA;-;SERVIÇOS;EM ANDAMENTO
25/03/2020;TOLEDO PIZA ADVOGADOS ASSOCIADOS;02735428000108;SERVIÇOS;EM ANDAMENTO
25/03/2020;FIDALGO IMOBILIARIA E COLETA DE DADOS LTDA. ME;03410885000195;SERVIÇOS;EM ANDAMENTO
25/03/2020;SACOLAO JARAGUA JADIM IPANEMA;-;COMÉRCIO;EM ANDAMENTO
25/03/2020;MARCEARIA AIKIBOM LTDA. ME;08049966000125;COMÉRCIO;EM ANDAMENTO
25/03/2020;CRUZEIRO DO SUL EDUCACIONAL S.A.;62984091000102;EDUCAÇÃO;EM ANDAMENTO
25/03/2020;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;47508411146606;COMÉRCIO;EM ANDAMENTO
25/03/2020;AZ 360 COMERCIAL DE MERCADORIASW EM GERAL EIRELI EPP;34240489000190;COMÉRCIO;EM ANDAMENTO
25/03/2020;LUCIANE POVOA DA SILVA CEZARIO ME;36005103000191;COMÉRCIO;EM ANDAMENTO
25/03/2020;SUPERGASBRAS ENERGIA LTDA.;19791896000100;COMÉRCIO;EM ANDAMENTO
25/03/2020;MERCADO VIOLETA LTDA.;04742665000555;COMÉRCIO;EM ANDAMENTO
25/03/2020;MERCEARIA CHAMA LTDA.;03205493000194;COMÉRCIO;EM ANDAMENTO
25/03/2020;ELAZA COMERCIAL VAREJISTA DE ELETRODOMESTICOS EIRELI;17249423000819;COMÉRCIO;EM ANDAMENTO
25/03/2020;DROGARIA E PERGUMARIA NOVA GIGA FARMA EIRELI EPP;31998646000133;COMÉRCIO;EM ANDAMENTO
25/03/2020;99 TECNOLOGIA LTDA.;18033522000161;SERVIÇOS;EM ANDAMENTO
25/03/2020;CREDZ ADMINISTRADORA DE CARTOES S/A;12109247000120;FINANCEIRO;EM ANDAMENTO
25/03/2020;CLINICA ODONTOLOGICA FAGUNDES EIRELI ME;30454683000118;SAÚDE;EM ANDAMENTO
25/03/2020;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;61192795000252;COMÉRCIO;EM ANDAMENTO
25/03/2020;B2W COMPANHIA DIGITAL;00776574000660;COMÉRCIO;EM ANDAMENTO
26/03/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;EM ANDAMENTO
26/03/2020;DROGARIA PRIME PHARMA LTDA. EPP;33419626000196;COMÉRCIO;EM ANDAMENTO
26/03/2020;R3 PENHA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA. EPP;20321208000110;COMÉRCIO;EM ANDAMENTO
26/03/2020;CIELO S.A.;01027058000191;SERVIÇOS;EM ANDAMENTO
26/03/2020;RAIA DROGRASIL S/A;61585865016506;COMÉRCIO;EM ANDAMENTO
26/03/2020;DROGARIA DA PRACA SAPOPEMBA EIRELI EPP;24166519000102;COMÉRCIO;EM ANDAMENTO
26/03/2020;PAULO ALEXANDRE DE BARROS ME;21365938000185;COMÉRCIO;EM ANDAMENTO
26/03/2020;ATACADAO S.A.;75315333006069;COMÉRCIO;EM ANDAMENTO
26/03/2020;CLEOVANSORTENIS NUNES MELO COMERCIO DE GAS ME;17828081000115;COMÉRCIO;EM ANDAMENTO
26/03/2020;CEP - CENTRO DE EDUCAÇÃO PROFISSIONAL;-;EDUCAÇÃO;EM ANDAMENTO
27/03/2020;LM TRANSPORTES INTERESTADUAIS SERVICOS E COMERCIO S.A;00389481000179;SERVIÇOS;EM ANDAMENTO
27/03/2020;RAIA DROGRASIL S/A;-;COMÉRCIO;EM ANDAMENTO
27/03/2020;COPAGAZ DISTRIBUIDORA DE GAS S.A;03237583000167;COMÉRCIO;EM ANDAMENTO
27/03/2020;SUPERMERCADO TRIALBA LTDA.;07128576000340;COMÉRCIO;EM ANDAMENTO
27/03/2020;"SUPERMERCADO ""DOVALE"" LTDA.";51558203000139;COMÉRCIO;EM ANDAMENTO
27/03/2020;ULTRAFARMA POPULAR SERVICOS DE ESCRITORIO LTDA.;34391738000149;COMÉRCIO;EM ANDAMENTO
27/03/2020;P.E.S. DOS SANTOS PRODUTOS E SERVIÇOS ORTOPÉDICOS ME;10327947000408;COMÉRCIO;EM ANDAMENTO
27/03/2020;DROGARIA E PERGUMARIA FARMAVAN IV LTDA. ME;60689270000183;COMÉRCIO;EM ANDAMENTO
27/03/2020;MERCADO VIEIRA;-;COMÉRCIO;EM ANDAMENTO
27/03/2020;MERCADO ÍCARO;-;COMÉRCIO;EM ANDAMENTO
27/03/2020;JACUI GAS;-;COMÉRCIO;EM ANDAMENTO
27/03/2020;DROGARIAS FARMAIS S.A.;05349305000127;COMÉRCIO;EM ANDAMENTO
27/03/2020;DOUTOR STORE COMERCIO DE PRODUTOS MEDICOS PARA SAUDE EIRELI EPP;27939326000135;COMÉRCIO;EM ANDAMENTO
27/03/2020;ULTRAFARMA SAUDE EIRELI;02543945000690;COMÉRCIO;EM ANDAMENTO
27/03/2020;BOM GOSTO COMERCIAL DE ALIMENTOS LTDA.;28676035000164;COMÉRCIO;EM ANDAMENTO
27/03/2020;PET SHOP BBMAX LTDA. ME;17314350000125;COMÉRCIO;EM ANDAMENTO
27/03/2020;PHARMABROOKLIN DORGARIA EIRELI EPP;31263126000182;COMÉRCIO;EM ANDAMENTO
27/03/2020;PUBLIC COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;50247022000129;COMÉRCIO;EM ANDAMENTO
28/03/2020;MERCADINHO J.T. EIRELI ME;15434344000186;COMÉRCIO;EM ANDAMENTO
28/03/2020;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;01438784004860;COMÉRCIO;EM ANDAMENTO
28/03/2020;SUPERMERCADO BEIRA ALTA LTDA.;45582210000688;COMÉRCIO;EM ANDAMENTO
28/03/2020;DROGARIA SÃO PAULO S.A.;61412110000155;COMÉRCIO;EM ANDAMENTO
28/03/2020;CENTER GAS LTDA. ME;09618278000100;COMÉRCIO;EM ANDAMENTO
28/03/2020;ART VIAGENS E TURISMO LTDA.;11442110000120;SERVIÇOS;EM ANDAMENTO
28/03/2020;REDE DE FARMACIAS UNIDOS POPULAR;-;COMÉRCIO;EM ANDAMENTO
28/03/2020;REIMBERG COMERCIO DE ALIMENTOS E PLANTAS LTDA. EPP;09253353000178;COMÉRCIO;EM ANDAMENTO
28/03/2020;DROGARIA CENTER BUTANTA EIRELI ME;68419969000135;COMÉRCIO;EM ANDAMENTO
28/03/2020;CENTER GAS LTDA. ME;09618278000100;COMÉRCIO;EM ANDAMENTO
28/03/2020;BIOTCHELLY INDUSTRIA E COMERCIO DE COSMETICOS LTDA. ME;12568829000174;COMÉRCIO;EM ANDAMENTO
28/03/2020;RICARDO BARBOSA DOS SANTOS LANCHONETE EPP;16895440000194;COMÉRCIO;EM ANDAMENTO
29/03/2020;SUPERMERCADO DO CARMO LTDA.;74444241000166;COMÉRCIO;EM ANDAMENTO
29/03/2020;MERCADINHO AYUMI LTDA.;67616128000155;COMÉRCIO;EM ANDAMENTO
29/03/2020;SKY BRASIL SERVIÇOS LTDA.;72820822000120;SERVIÇOS;EM ANDAMENTO
30/03/2020;LIQUIGAS;-;COMÉRCIO;EM ANDAMENTO
30/03/2020;MERCADINHO AYUMI LTDA.;67616128000155;COMÉRCIO;EM ANDAMENTO
30/03/2020;TAZIN COMESTICOS - INDUSTRIA E COMERCIO LTDA. ME;17645008000108;COMÉRCIO;EM ANDAMENTO
30/03/2020;SOUZA & GIROTO LTDA. ME;46046835000183;COMÉRCIO;EM ANDAMENTO
30/03/2020;LIQUIGAS;-;COMÉRCIO;EM ANDAMENTO
30/03/2020;CIELO S.A.;01027058000191;SERVIÇOS;EM ANDAMENTO
30/03/2020;ULTRAGAZ;-;COMÉRCIO;EM ANDAMENTO
30/03/2020;DROGARIA SÃO PAULO S.A.;61412110056533;COMÉRCIO;EM ANDAMENTO
30/03/2020;LUADI COMERCIO ELETRONICO EIRELI EPP;23796817000113;COMÉRCIO;EM ANDAMENTO
30/03/2020;MALTA ASSESSORIA DE COBRANCAS LTDA.;01729506000360;SERVIÇOS;EM ANDAMENTO
31/03/2020;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;01438784000105;COMÉRCIO;EM ANDAMENTO
31/03/2020;B2W COMPANHIA DIGITAL;00776574000660;COMÉRCIO;EM ANDAMENTO
31/03/2020;OI INTERNET S.A.;03368522000139;SERVIÇOS;EM ANDAMENTO
31/03/2020;LOJA SO FANCY;-;COMÉRCIO;EM ANDAMENTO
31/03/2020;JULIAN PERFUMARIAS E COMESTICOS LTDA. ME;07964718000147;COMÉRCIO;EM ANDAMENTO
31/03/2020;GASBOM INAJAR DE SOUZA COMERCIO DE GAS LTDA.;14871459000154;COMÉRCIO;EM ANDAMENTO
31/03/2020;CENTRO EDUCACIONAL JOAO PAULO I S/S LTDA.;46269510000160;EDUCAÇÃO;EM ANDAMENTO
31/03/2020;TENDA ATACADO S.A.;01157555000880;COMÉRCIO;EM ANDAMENTO
31/03/2020;PORTAL DO EMPREENDEDOR ME;-;SERVIÇOS;EM ANDAMENTO
01/04/2020;PEG PESE SUPERMERCADOS IMPORTACAO E EXPORTACAO LTDA;60479680000957;COMÉRCIO;EM ANDAMENTO
01/04/2020;CENTER GAS LTDA. ME;09618278000100;COMÉRCIO;EM ANDAMENTO
01/04/2020;APARECIDINHO ELETRO EIRELI ME;27448962000164;COMÉRCIO;EM ANDAMENTO
01/04/2020;REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICIENCIA;61599908000158;SAÚDE;EM ANDAMENTO
01/04/2020;NOVA ERA COMERCIO DE GAS E AGUA MINERAL LTDA. ME;07326162000163;COMÉRCIO;EM ANDAMENTO
01/04/2020;DISTRIBUIDOR DE GAS LIQUIGAS;-;COMÉRCIO;EM ANDAMENTO
01/04/2020;NIAZI CHOHFI TEXTIL LTDA.;06976612000109;COMÉRCIO;EM ANDAMENTO
01/04/2020;OTAVIO LAURO SODRE SANORO SERVICOS DE LEILOES EPP;32648758000127;SERVIÇOS;ENCERRADA
01/04/2020;BANCO CSF S/A;08357240000150;COMÉRCIO;ENCERRADA
01/04/2020;EL SHADAI SHALOM COMERCIO DE GAS LTDA.;10947529000170;COMÉRCIO;EM ANDAMENTO
01/04/2020;TIM CELULAR S.A.;04206050000180;SERVIÇOS;ENCERRADA
01/04/2020;SUPERVAREJAO SAUDE LTDA.;62401963000669;COMÉRCIO;EM ANDAMENTO
01/04/2020;IMOBILIARIA TROVARE;-;SERVIÇOS;EM ANDAMENTO
01/04/2020;CENTER GAS LTDA. ME;09618278000100;COMÉRCIO;EM ANDAMENTO
01/04/2020;GOL LINHAS AEREAS S.A.;07575651000159;SERVIÇOS;ENCERRADA
02/04/2020;LOJA 2 IRMAOS;-;COMÉRCIO;EM ANDAMENTO
02/04/2020;ULTRAGAZ ;-;SERVIÇOS;EM ANDAMENTO
02/04/2020;SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA.;10290557000168;COMÉRCIO;EM ANDAMENTO
02/04/2020;707 AUTO-SERVICO DE ALIMENTOS LTDA.;12539517000647;COMÉRCIO;EM ANDAMENTO
02/04/2020;ELIANE FERRARI ME;11274473000527;COMÉRCIO;EM ANDAMENTO
